"YT","RAIN","COT","OSS","CO2","TECH","LSP","LSS","WS","LCT","DM","FF","IBD"
1.37095844714667,2.32505849371513,0.25057806717021,-0.685661664496834,-0.141808656570536,0.0712224365626523,-0.736799034282345,1.34855016620386,1.59319479966382,-2.49595180282847,0.663918587618075,-0.39765100510299,1.32059103196681
-0.564698171396089,0.524122181151092,-0.277924049161014,-0.79271446858291,-0.813898073869445,0.97029002598341,-1.50902596554903,0.00285237433922148,0.301475179918562,-0.58846890996532,-0.307928425516951,0.124057487139007,1.13193141470359
0.363128411337339,0.970733416408591,-1.72473573426284,-0.407004152261873,-0.325540589312666,0.310035251634959,-1.28347104909443,0.967693735684806,-0.849555928803443,-3.70476748948162,-1.03040929864057,-4.10070279401642,-0.934295106874412
0.63286260496104,0.376973397152614,-2.00670494385569,-1.14867061145898,0.378157397165477,-0.139548562486308,0.939167219772791,-0.301783227148528,0.815353252328139,-1.07110606821912,-0.613066996711932,-0.656222932964045,-0.0904834530624979
0.404268323140999,-0.995933396542156,-1.29180833046846,1.11576046554672,-1.994485362048,-0.326311134226136,0.0439252112000123,1.26413808913644,-1.91273081993045,0.675587376988078,0.844360038979963,0.926400834253433,-1.57077046881561
-0.106124516091484,-0.597482913048045,0.365838228483296,-0.879456778170003,-0.999356693242897,-0.118809506845105,0.429845586901725,-0.029999171492312,0.0993906195598821,0.261905845178866,-1.57026610428584,-0.997723928399008,-1.21364073192344
1.51152199743894,0.165251423080152,-0.152203253908431,1.27932293753161,0.283822423134089,0.893558893245563,-1.58115497111848,-0.77534021752603,-0.624861856449331,-1.40446220446701,0.490892013704504,-0.292400036612057,-2.66658245806382
-0.0946590384130976,-2.92847717857757,-0.734094090076209,-1.45427725484716,-1.10119397684316,0.211114510660006,-0.0375219759293777,-0.920212027753742,-2.59417601482537,0.824493406858878,-1.12307550689428,-1.53571387512427,-2.30229181747688
2.01842371387704,-0.847914226578549,-0.781972056981591,0.84222876919352,0.983346982359529,-0.488779793835391,0.62331255528894,-1.83609172826707,-1.27519332954422,-0.0121574388329312,0.889144393232828,0.229210529907734,-1.73223736127839
-0.062714099052421,0.798584512223446,0.551567034812709,-0.603215007812732,-1.01662540554706,-0.220371925105047,-2.48388685652365,-0.838367999838762,-1.59499561349202,-0.307967151435564,-0.239426861833042,1.81454980448477,-3.66220593095756
1.30486965422349,-0.298455987965219,-1.61084098443007,0.131555027342539,-0.863907495138643,-2.29624578010251,1.84804556525375,1.29386768849136,0.18845071255972,-2.44059903083137,1.21628487741806,-0.632874778397624,0.494538023628707
2.28664539270111,-0.283611376945371,0.748176433090443,0.764444556679586,-0.226986669320353,0.276912276234543,-0.0783700968724969,0.835279842670389,-0.497068010119011,-1.46508334127631,-1.57952278287772,-1.13141091764093,0.459255447967055
